File_name,File_path,LOC,LLOC,SLOC,Halstead_Volume,CC,h,N,calculated_length,Buggy
ogrinspect.py,C:\dataset\django-master\django\contrib\gis\utils\ogrinspect.py,237,108,110,618,26,64,103,355.2726727,N
srs.py,C:\dataset\django-master\django\contrib\gis\utils\srs.py,76,25,31,98.09910819,12,17,24,56.10571634,N
__init__.py,C:\dataset\django-master\django\contrib\gis\utils\__init__.py,14,8,8,0,2,0,0,0,N
apps.py,C:\dataset\django-master\django\contrib\humanize\apps.py,7,5,5,0,1,0,0,0,N
__init__.py,C:\dataset\django-master\django\contrib\humanize\__init__.py,1,1,1,0,1,0,0,0,N
humanize.py,C:\dataset\django-master\django\contrib\humanize\templatetags\humanize.py,274,131,216,870.3581884,31,70,142,380.5804471,Y
__init__.py,C:\dataset\django-master\django\contrib\humanize\templatetags\__init__.py,0,0,0,0,1,0,0,0,N
api.py,C:\dataset\django-master\django\contrib\messages\api.py,96,35,51,25.2661943,6,7,9,13.60964047,N
apps.py,C:\dataset\django-master\django\contrib\messages\apps.py,7,5,5,0,1,0,0,0,N
constants.py,C:\dataset\django-master\django\contrib\messages\constants.py,21,9,19,0,1,0,0,0,N
context_processors.py,C:\dataset\django-master\django\contrib\messages\context_processors.py,13,5,7,0,1,0,0,0,N
middleware.py,C:\dataset\django-master\django\contrib\messages\middleware.py,26,12,12,4.754887502,4,3,3,2,N
utils.py,C:\dataset\django-master\django\contrib\messages\utils.py,12,4,7,0,1,0,0,0,N
views.py,C:\dataset\django-master\django\contrib\messages\views.py,18,11,11,4.754887502,2,3,3,2,N
__init__.py,C:\dataset\django-master\django\contrib\messages\__init__.py,5,3,3,0,1,0,0,0,N
base.py,C:\dataset\django-master\django\contrib\messages\storage\base.py,170,77,78,235.9470188,18,35,46,150.7407577,N
cookie.py,C:\dataset\django-master\django\contrib\messages\storage\cookie.py,165,87,91,264.2701109,28,39,50,177.5800856,Y
fallback.py,C:\dataset\django-master\django\contrib\messages\storage\fallback.py,55,29,31,15.509775,9,6,6,10,N
session.py,C:\dataset\django-master\django\contrib\messages\storage\session.py,48,24,29,28.52932501,5,9,9,20.26466251,Y
__init__.py,C:\dataset\django-master\django\contrib\messages\storage\__init__.py,12,4,4,0,1,0,0,0,N
apps.py,C:\dataset\django-master\django\contrib\postgres\apps.py,35,24,30,15.509775,4,6,6,10,N
functions.py,C:\dataset\django-master\django\contrib\postgres\functions.py,11,7,7,0,1,0,0,0,N
indexes.py,C:\dataset\django-master\django\contrib\postgres\indexes.py,100,72,75,364.5550891,16,46,66,228.3868988,N
lookups.py,C:\dataset\django-master\django\contrib\postgres\lookups.py,66,43,43,24,3,8,8,16.36452798,N
operations.py,C:\dataset\django-master\django\contrib\postgres\operations.py,77,42,44,39.86313714,2,10,12,26,N
search.py,C:\dataset\django-master\django\contrib\postgres\search.py,219,159,167,408.7435847,28,46,74,223.4212455,N
signals.py,C:\dataset\django-master\django\contrib\postgres\signals.py,64,35,40,28.52932501,9,9,9,20.26466251,N
utils.py,C:\dataset\django-master\django\contrib\postgres\utils.py,29,9,23,39.86313714,4,10,12,24.40637196,N
validators.py,C:\dataset\django-master\django\contrib\postgres\validators.py,76,39,61,194.9503876,10,27,41,104.7106228,N
__init__.py,C:\dataset\django-master\django\contrib\postgres\__init__.py,1,1,1,0,1,0,0,0,N
general.py,C:\dataset\django-master\django\contrib\postgres\aggregates\general.py,63,40,42,6,6,2,6,0,N
statistics.py,C:\dataset\django-master\django\contrib\postgres\aggregates\statistics.py,69,38,41,31.69925001,5,9,10,20.26466251,N
__init__.py,C:\dataset\django-master\django\contrib\postgres\aggregates\__init__.py,2,2,2,0,1,0,0,0,N
array.py,C:\dataset\django-master\django\contrib\postgres\fields\array.py,303,206,243,331.4137174,35,46,60,225.782171,N
citext.py,C:\dataset\django-master\django\contrib\postgres\fields\citext.py,24,13,13,4.754887502,1,3,3,2,N
hstore.py,C:\dataset\django-master\django\contrib\postgres\fields\hstore.py,109,75,81,51.80615605,11,13,14,36.52932501,N
jsonb.py,C:\dataset\django-master\django\contrib\postgres\fields\jsonb.py,187,122,130,132.9639125,14,24,29,90.56842503,N
mixins.py,C:\dataset\django-master\django\contrib\postgres\fields\mixins.py,29,12,25,57.11032383,4,14,15,41.21928095,N
ranges.py,C:\dataset\django-master\django\contrib\postgres\fields\ranges.py,252,177,183,135.7068587,19,23,30,86.6682905,N
utils.py,C:\dataset\django-master\django\contrib\postgres\fields\utils.py,3,3,3,0,1,0,0,0,N
__init__.py,C:\dataset\django-master\django\contrib\postgres\fields\__init__.py,5,5,5,0,1,0,0,0,N
array.py,C:\dataset\django-master\django\contrib\postgres\forms\array.py,204,155,178,210.3006037,37,35,41,152.3819626,N
hstore.py,C:\dataset\django-master\django\contrib\postgres\forms\hstore.py,58,31,39,25.2661943,8,7,9,13.60964047,N
jsonb.py,C:\dataset\django-master\django\contrib\postgres\forms\jsonb.py,62,44,48,15.509775,10,6,6,10,N
ranges.py,C:\dataset\django-master\django\contrib\postgres\forms\ranges.py,95,64,77,101.9502603,12,19,24,63.61549134,N
__init__.py,C:\dataset\django-master\django\contrib\postgres\forms\__init__.py,4,4,4,0,1,0,0,0,N
admin.py,C:\dataset\django-master\django\contrib\redirects\admin.py,10,9,8,0,1,0,0,0,N
apps.py,C:\dataset\django-master\django\contrib\redirects\apps.py,7,5,5,0,1,0,0,0,N
middleware.py,C:\dataset\django-master\django\contrib\redirects\middleware.py,50,34,40,83.39850003,10,18,20,58.52932501,N
models.py,C:\dataset\django-master\django\contrib\redirects\models.py,29,15,25,4.754887502,1,3,3,2,N
__init__.py,C:\dataset\django-master\django\contrib\redirects\__init__.py,1,1,1,0,1,0,0,0,N
0001_initial.py,C:\dataset\django-master\django\contrib\redirects\migrations\0001_initial.py,40,5,36,0,1,0,0,0,N
__init__.py,C:\dataset\django-master\django\contrib\redirects\migrations\__init__.py,0,0,0,0,1,0,0,0,N
apps.py,C:\dataset\django-master\django\contrib\sessions\apps.py,7,5,5,0,1,0,0,0,N
base_session.py,C:\dataset\django-master\django\contrib\sessions\base_session.py,47,30,30,0,2,0,0,0,N
exceptions.py,C:\dataset\django-master\django\contrib\sessions\exceptions.py,11,5,5,0,1,0,0,0,N
middleware.py,C:\dataset\django-master\django\contrib\sessions\middleware.py,73,44,59,115.9452221,14,22,26,79.509775,N
models.py,C:\dataset\django-master\django\contrib\sessions\models.py,35,11,13,0,1,0,0,0,N
serializers.py,C:\dataset\django-master\django\contrib\sessions\serializers.py,18,8,8,0,1,0,0,0,Y
__init__.py,C:\dataset\django-master\django\contrib\sessions\__init__.py,1,1,1,0,1,0,0,0,N
base.py,C:\dataset\django-master\django\contrib\sessions\backends\base.py,349,192,194,568.0927745,30,69,93,377.8166455,N
cache.py,C:\dataset\django-master\django\contrib\sessions\backends\cache.py,81,54,60,166.4210626,13,27,35,107.7484409,N
cached_db.py,C:\dataset\django-master\django\contrib\sessions\backends\cached_db.py,65,41,41,116.6920586,8,20,27,70.21299941,N
db.py,C:\dataset\django-master\django\contrib\sessions\backends\db.py,109,69,78,55.3509059,15,11,16,28.7548875,N
file.py,C:\dataset\django-master\django\contrib\sessions\backends\file.py,202,128,134,292.7060452,29,40,55,186.1164904,N
signed_cookies.py,C:\dataset\django-master\django\contrib\sessions\backends\signed_cookies.py,82,28,38,0,2,0,0,0,N
__init__.py,C:\dataset\django-master\django\contrib\sessions\backends\__init__.py,0,0,0,0,1,0,0,0,N
clearsessions.py,C:\dataset\django-master\django\contrib\sessions\management\commands\clearsessions.py,19,11,15,4.754887502,2,3,3,2,N
0001_initial.py,C:\dataset\django-master\django\contrib\sessions\migrations\0001_initial.py,30,6,26,0,1,0,0,0,N
__init__.py,C:\dataset\django-master\django\contrib\sessions\migrations\__init__.py,0,0,0,0,1,0,0,0,N
apps.py,C:\dataset\django-master\django\contrib\sitemaps\apps.py,7,5,5,0,1,0,0,0,N
views.py,C:\dataset\django-master\django\contrib\sitemaps\views.py,92,68,74,187.486842,17,28,39,113.6172706,N
__init__.py,C:\dataset\django-master\django\contrib\sitemaps\__init__.py,162,109,117,293.8839408,25,38,56,171.2067179,Y
ping_google.py,C:\dataset\django-master\django\contrib\sitemaps\management\commands\ping_google.py,12,8,8,0,1,0,0,0,N
admin.py,C:\dataset\django-master\django\contrib\sites\admin.py,8,6,6,0,1,0,0,0,N
apps.py,C:\dataset\django-master\django\contrib\sites\apps.py,13,9,9,0,1,0,0,0,N
management.py,C:\dataset\django-master\django\contrib\sites\management.py,38,22,22,25.84962501,9,6,10,10,N
managers.py,C:\dataset\django-master\django\contrib\sites\managers.py,60,34,47,70.32403072,7,15,18,46.05374781,N
middleware.py,C:\dataset\django-master\django\contrib\sites\middleware.py,12,5,5,0,1,0,0,0,N
models.py,C:\dataset\django-master\django\contrib\sites\models.py,121,70,83,46.50699333,12,10,14,24.40637196,N
requests.py,C:\dataset\django-master\django\contrib\sites\requests.py,19,9,9,0,1,0,0,0,N
shortcuts.py,C:\dataset\django-master\django\contrib\sites\shortcuts.py,16,8,8,0,2,0,0,0,N
__init__.py,C:\dataset\django-master\django\contrib\sites\__init__.py,1,1,1,0,1,0,0,0,N
0001_initial.py,C:\dataset\django-master\django\contrib\sites\migrations\0001_initial.py,31,7,27,0,1,0,0,0,N
0002_alter_domain_unique.py,C:\dataset\django-master\django\contrib\sites\migrations\0002_alter_domain_unique.py,20,5,16,0,1,0,0,0,N
__init__.py,C:\dataset\django-master\django\contrib\sites\migrations\__init__.py,0,0,0,0,1,0,0,0,N
apps.py,C:\dataset\django-master\django\contrib\staticfiles\apps.py,13,10,10,0,1,0,0,0,N
checks.py,C:\dataset\django-master\django\contrib\staticfiles\checks.py,14,11,11,0,4,0,0,0,N
finders.py,C:\dataset\django-master\django\contrib\staticfiles\finders.py,290,170,187,335.28147,54,40,63,184,N
handlers.py,C:\dataset\django-master\django\contrib\staticfiles\handlers.py,67,39,38,18.09473751,6,6,7,10,N
storage.py,C:\dataset\django-master\django\contrib\staticfiles\storage.py,494,310,324,1175.257082,73,114,172,726.7633021,N
testing.py,C:\dataset\django-master\django\contrib\staticfiles\testing.py,13,4,4,0,1,0,0,0,N
urls.py,C:\dataset\django-master\django\contrib\staticfiles\urls.py,19,10,10,36.54120904,4,10,11,23.509775,N
utils.py,C:\dataset\django-master\django\contrib\staticfiles\utils.py,54,31,36,92,16,16,23,49.66338828,N
views.py,C:\dataset\django-master\django\contrib\staticfiles\views.py,39,17,17,70.32403072,6,15,18,44.82892142,N
__init__.py,C:\dataset\django-master\django\contrib\staticfiles\__init__.py,1,1,1,0,1,0,0,0,N
collectstatic.py,C:\dataset\django-master\django\contrib\staticfiles\management\commands\collectstatic.py,354,210,270,965.7687744,65,95,147,575.0084113,Y
findstatic.py,C:\dataset\django-master\django\contrib\staticfiles\management\commands\findstatic.py,43,31,38,85.11011352,8,13,23,37.97416845,N
runserver.py,C:\dataset\django-master\django\contrib\staticfiles\management\commands\runserver.py,32,16,24,15.509775,4,6,6,10,N
staticfiles.py,C:\dataset\django-master\django\contrib\staticfiles\templatetags\staticfiles.py,19,8,10,0,1,0,0,0,N
__init__.py,C:\dataset\django-master\django\contrib\staticfiles\templatetags\__init__.py,0,0,0,0,1,0,0,0,N
apps.py,C:\dataset\django-master\django\contrib\syndication\apps.py,7,5,5,0,1,0,0,0,N
views.py,C:\dataset\django-master\django\contrib\syndication\views.py,218,118,165,206.8201589,26,33,41,143.8917376,N
__init__.py,C:\dataset\django-master\django\contrib\syndication\__init__.py,1,1,1,0,1,0,0,0,N
exceptions.py,C:\dataset\django-master\django\core\exceptions.py,183,96,96,38.03910002,19,9,12,21.65148445,N
paginator.py,C:\dataset\django-master\django\core\paginator.py,185,105,114,554.0578388,20,65,92,344.5285817,N
signals.py,C:\dataset\django-master\django\core\signals.py,6,5,5,0,1,0,0,0,N
signing.py,C:\dataset\django-master\django\core\signing.py,198,90,92,391.3323501,14,54,68,271.3831323,N
validators.py,C:\dataset\django-master\django\core\validators.py,539,299,413,2298.292531,86,165,312,1146.302085,Y
wsgi.py,C:\dataset\django-master\django\core\wsgi.py,13,5,5,0,1,0,0,0,N
__init__.py,C:\dataset\django-master\django\core\__init__.py,0,0,0,0,1,0,0,0,N
utils.py,C:\dataset\django-master\django\core\cache\utils.py,14,10,10,15.509775,3,6,6,10,Y
__init__.py,C:\dataset\django-master\django\core\cache\__init__.py,124,60,69,70.32403072,11,15,18,46.05374781,N
base.py,C:\dataset\django-master\django\core\cache\backends\base.py,276,119,125,489.9627612,25,57,84,296.607525,N
db.py,C:\dataset\django-master\django\core\cache\backends\db.py,208,146,162,509.6443466,27,58,87,301.297481,Y
dummy.py,C:\dataset\django-master\django\core\cache\backends\dummy.py,34,24,24,0,1,0,0,0,N
filebased.py,C:\dataset\django-master\django\core\cache\backends\filebased.py,143,102,105,194.3192398,24,29,40,116.2386659,Y
locmem.py,C:\dataset\django-master\django\core\cache\backends\locmem.py,129,106,106,193.2136561,27,31,39,125.4579468,Y
memcached.py,C:\dataset\django-master\django\core\cache\backends\memcached.py,179,112,110,278.1401582,23,38,53,169.4107739,Y
__init__.py,C:\dataset\django-master\django\core\cache\backends\__init__.py,0,0,0,0,1,0,0,0,N
caches.py,C:\dataset\django-master\django\core\checks\caches.py,16,9,12,15.509775,2,6,6,10,N
database.py,C:\dataset\django-master\django\core\checks\database.py,11,8,8,0,2,0,0,0,N
messages.py,C:\dataset\django-master\django\core\checks\messages.py,75,48,53,122.1361728,8,23,27,84.99664331,Y
model_checks.py,C:\dataset\django-master\django\core\checks\model_checks.py,154,73,104,234.0232907,11,34,46,152.4910893,N
registry.py,C:\dataset\django-master\django\core\checks\registry.py,98,54,58,68,12,16,17,48.72905595,Y
templates.py,C:\dataset\django-master\django\core\checks\templates.py,35,18,28,24,6,8,8,16.36452798,N
urls.py,C:\dataset\django-master\django\core\checks\urls.py,110,59,77,120.4046537,17,22,27,81.09650878,N
__init__.py,C:\dataset\django-master\django\core\checks\__init__.py,23,11,19,0,1,0,0,0,N
__init__.py,C:\dataset\django-master\django\core\checks\compatibility\__init__.py,0,0,0,0,1,0,0,0,N
base.py,C:\dataset\django-master\django\core\checks\security\base.py,210,68,168,470.6114439,24,59,80,313.2936924,N
csrf.py,C:\dataset\django-master\django\core\checks\security\csrf.py,40,14,31,28.52932501,5,9,9,20.26466251,N
sessions.py,C:\dataset\django-master\django\core\checks\security\sessions.py,97,38,76,91.73835003,9,18,22,61.30296891,N
__init__.py,C:\dataset\django-master\django\core\checks\security\__init__.py,0,0,0,0,1,0,0,0,N
base.py,C:\dataset\django-master\django\core\files\base.py,165,106,106,294.8093074,31,44,54,204.5187537,N
images.py,C:\dataset\django-master\django\core\files\images.py,80,50,50,18.09473751,10,6,7,10,N
locks.py,C:\dataset\django-master\django\core\files\locks.py,113,60,69,39.86313714,7,10,12,26,N
move.py,C:\dataset\django-master\django\core\files\move.py,87,43,45,143.9595419,14,25,31,96.22039776,N
storage.py,C:\dataset\django-master\django\core\files\storage.py,364,199,204,600.5428299,38,67,99,360.9943343,Y
temp.py,C:\dataset\django-master\django\core\files\temp.py,74,34,34,11.60964047,5,5,5,6.754887502,N
uploadedfile.py,C:\dataset\django-master\django\core\files\uploadedfile.py,118,60,61,125.3841171,5,25,27,93.4868683,N
uploadhandler.py,C:\dataset\django-master\django\core\files\uploadhandler.py,205,73,87,38.05374781,5,11,11,27.65148445,N
utils.py,C:\dataset\django-master\django\core\files\utils.py,52,52,38,24,8,8,8,16.36452798,N
__init__.py,C:\dataset\django-master\django\core\files\__init__.py,3,2,2,0,1,0,0,0,N
base.py,C:\dataset\django-master\django\core\handlers\base.py,171,105,116,203.1220487,29,31,41,129.6905845,N
exception.py,C:\dataset\django-master\django\core\handlers\exception.py,126,70,81,24,14,8,8,16.36452798,N
wsgi.py,C:\dataset\django-master\django\core\handlers\wsgi.py,214,145,144,507.9925912,27,60,86,307.3868189,N
__init__.py,C:\dataset\django-master\django\core\handlers\__init__.py,0,0,0,0,1,0,0,0,N
message.py,C:\dataset\django-master\django\core\mail\message.py,456,265,290,724.7609285,76,82,114,472.0693612,Y
utils.py,C:\dataset\django-master\django\core\mail\utils.py,20,9,9,2,2,2,2,0,N
__init__.py,C:\dataset\django-master\django\core\mail\__init__.py,116,32,66,74.23092132,12,15,19,47.77443751,N
base.py,C:\dataset\django-master\django\core\mail\backends\base.py,59,18,18,0,2,0,0,0,N
console.py,C:\dataset\django-master\django\core\mail\backends\console.py,42,33,33,46.60451251,8,12,13,32,N
dummy.py,C:\dataset\django-master\django\core\mail\backends\dummy.py,10,4,4,0,1,0,0,0,N
filebased.py,C:\dataset\django-master\django\core\mail\backends\filebased.py,70,47,53,220,11,32,44,135.7478892,N
locmem.py,C:\dataset\django-master\django\core\mail\backends\locmem.py,30,14,14,11.60964047,3,5,5,6.754887502,N
smtp.py,C:\dataset\django-master\django\core\mail\backends\smtp.py,131,90,96,364.5550891,38,46,66,228.3868988,N
__init__.py,C:\dataset\django-master\django\core\mail\backends\__init__.py,1,0,0,0,1,0,0,0,N
base.py,C:\dataset\django-master\django\core\management\base.py,522,224,275,1128.585096,73,97,171,590.7125167,N
color.py,C:\dataset\django-master\django\core\management\color.py,73,31,31,97.70233281,8,19,23,64.91260938,N
sql.py,C:\dataset\django-master\django\core\management\sql.py,52,24,38,70.32403072,9,15,18,47.77443751,N
templates.py,C:\dataset\django-master\django\core\management\templates.py,341,211,258,994.3293376,54,96,151,577.2339891,N
utils.py,C:\dataset\django-master\django\core\management\utils.py,108,61,65,115.9452221,18,22,26,79.509775,N
__init__.py,C:\dataset\django-master\django\core\management\__init__.py,373,194,210,902.4039159,61,93,138,553.8599639,N
check.py,C:\dataset\django-master\django\core\management\commands\check.py,66,31,57,11.60964047,9,5,5,6.754887502,N
compilemessages.py,C:\dataset\django-master\django\core\management\commands\compilemessages.py,131,81,99,335.0030389,28,45,61,216.7497745,N
createcachetable.py,C:\dataset\django-master\django\core\management\commands\createcachetable.py,108,68,95,210.9962956,23,30,43,125.548875,N
dbshell.py,C:\dataset\django-master\django\core\management\commands\dbshell.py,31,13,22,4.754887502,2,3,3,2,N
diffsettings.py,C:\dataset\django-master\django\core\management\commands\diffsettings.py,78,41,64,166.4210626,12,27,35,112.041925,N
dumpdata.py,C:\dataset\django-master\django\core\management\commands\dumpdata.py,194,116,166,458.2336364,32,53,80,268.7443162,N
flush.py,C:\dataset\django-master\django\core\management\commands\flush.py,82,40,64,51.80615605,8,13,14,36.52932501,N
inspectdb.py,C:\dataset\django-master\django\core\management\commands\inspectdb.py,282,190,216,1507.41386,64,129,215,843.6315118,N
loaddata.py,C:\dataset\django-master\django\core\management\commands\loaddata.py,345,211,269,1253.912859,66,107,186,667.1558328,N
makemessages.py,C:\dataset\django-master\django\core\management\commands\makemessages.py,687,427,541,2663.064643,131,214,344,1578.291658,N
makemigrations.py,C:\dataset\django-master\django\core\management\commands\makemigrations.py,302,170,236,969.6614014,70,91,149,543.8079954,N
migrate.py,C:\dataset\django-master\django\core\management\commands\migrate.py,307,167,255,1198.478067,59,101,180,616.5356988,N
runserver.py,C:\dataset\django-master\django\core\management\commands\runserver.py,163,96,129,249.2856792,22,34,49,150.1157128,N
sendtestemail.py,C:\dataset\django-master\django\core\management\commands\sendtestemail.py,40,18,32,4.754887502,3,3,3,2,N
shell.py,C:\dataset\django-master\django\core\management\commands\shell.py,102,62,75,85.83671967,20,17,21,54.62919048,Y
showmigrations.py,C:\dataset\django-master\django\core\management\commands\showmigrations.py,131,81,97,320.1496205,23,43,59,203.5249056,N
sqlflush.py,C:\dataset\django-master\django\core\management\commands\sqlflush.py,22,11,17,0,1,0,0,0,N
sqlmigrate.py,C:\dataset\django-master\django\core\management\commands\sqlmigrate.py,59,32,40,38.03910002,4,9,12,21.65148445,N
sqlsequencereset.py,C:\dataset\django-master\django\core\management\commands\sqlsequencereset.py,23,15,18,4.754887502,2,3,3,2,N
squashmigrations.py,C:\dataset\django-master\django\core\management\commands\squashmigrations.py,204,124,170,496.6593447,36,50,88,252.9808689,Y
startapp.py,C:\dataset\django-master\django\core\management\commands\startapp.py,14,8,11,0,1,0,0,0,N
startproject.py,C:\dataset\django-master\django\core\management\commands\startproject.py,20,10,13,0,1,0,0,0,N
test.py,C:\dataset\django-master\django\core\management\commands\test.py,59,30,42,0,5,0,0,0,N
testserver.py,C:\dataset\django-master\django\core\management\commands\testserver.py,54,20,41,11.60964047,1,5,5,6.754887502,N
base.py,C:\dataset\django-master\django\core\serializers\base.py,229,111,117,592.3506237,28,66,98,349.7258343,N
json.py,C:\dataset\django-master\django\core\serializers\json.py,104,79,78,48.43204266,20,11,14,28.7548875,N
python.py,C:\dataset\django-master\django\core\serializers\python.py,179,123,125,242.9864751,36,36,47,160.5329333,N
pyyaml.py,C:\dataset\django-master\django\core\serializers\pyyaml.py,77,43,45,15.509775,8,6,6,10,N
xml_serializer.py,C:\dataset\django-master\django\core\serializers\xml_serializer.py,384,234,247,502.0857006,43,60,85,317.8230175,N
__init__.py,C:\dataset\django-master\django\core\serializers\__init__.py,234,110,121,340.6033981,39,40,64,184,N
basehttp.py,C:\dataset\django-master\django\core\servers\basehttp.py,173,95,104,181.554952,19,30,37,122.1074956,N
__init__.py,C:\dataset\django-master\django\core\servers\__init__.py,0,0,0,0,1,0,0,0,N
transaction.py,C:\dataset\django-master\django\db\transaction.py,289,129,132,178.6167093,31,26,38,106.1074956,N
utils.py,C:\dataset\django-master\django\db\utils.py,308,187,212,419.7594753,39,51,74,257.3293845,N
__init__.py,C:\dataset\django-master\django\db\__init__.py,65,24,34,4.754887502,3,3,3,2,N
ddl_references.py,C:\dataset\django-master\django\db\backends\ddl_references.py,175,92,103,226.9977354,17,33,45,143.8917376,N
signals.py,C:\dataset\django-master\django\db\backends\signals.py,3,2,2,0,1,0,0,0,N
utils.py,C:\dataset\django-master\django\db\backends\utils.py,256,167,176,743.8461283,37,79,118,449.4475258,N
__init__.py,C:\dataset\django-master\django\db\backends\__init__.py,0,0,0,0,1,0,0,0,N
base.py,C:\dataset\django-master\django\db\backends\base\base.py,660,329,360,796.8568296,60,86,124,505.2151496,N
client.py,C:\dataset\django-master\django\db\backends\base\client.py,12,6,6,0,1,0,0,0,N
creation.py,C:\dataset\django-master\django\db\backends\base\creation.py,296,125,164,539.881938,27,67,89,360.9943343,N
features.py,C:\dataset\django-master\django\db\backends\base\features.py,291,116,116,19.65148445,6,7,7,13.60964047,N
introspection.py,C:\dataset\django-master\django\db\backends\base\introspection.py,179,74,84,109.8079356,24,21,25,75.60964047,N
operations.py,C:\dataset\django-master\django\db\backends\base\operations.py,654,245,266,720.6804522,44,77,115,436.9837597,N
schema.py,C:\dataset\django-master\django\db\backends\base\schema.py,1041,526,722,5843.433765,257,373,684,3086.84797,N
validation.py,C:\dataset\django-master\django\db\backends\base\validation.py,25,14,19,24,6,8,8,16.36452798,N
__init__.py,C:\dataset\django-master\django\db\backends\base\__init__.py,0,0,0,0,1,0,0,0,N
base.py,C:\dataset\django-master\django\db\backends\dummy\base.py,73,42,44,0,1,0,0,0,N
features.py,C:\dataset\django-master\django\db\backends\dummy\features.py,5,3,3,0,1,0,0,0,N
__init__.py,C:\dataset\django-master\django\db\backends\dummy\__init__.py,0,0,0,0,1,0,0,0,N
base.py,C:\dataset\django-master\django\db\backends\mysql\base.py,345,153,240,200,33,32,40,137.7212077,N
client.py,C:\dataset\django-master\django\db\backends\mysql\client.py,48,41,41,300,11,32,60,145.6363364,Y
compiler.py,C:\dataset\django-master\django\db\backends\mysql\compiler.py,25,15,15,13.93156857,2,5,6,8,N
creation.py,C:\dataset\django-master\django\db\backends\mysql\creation.py,72,51,59,177.8721321,11,28,37,113.6172706,Y
features.py,C:\dataset\django-master\django\db\backends\mysql\features.py,96,68,80,105.4156181,7,21,24,75.60964047,N
introspection.py,C:\dataset\django-master\django\db\backends\mysql\introspection.py,208,91,161,320.1496205,28,43,59,203.5249056,N
operations.py,C:\dataset\django-master\django\db\backends\mysql\operations.py,260,171,195,1105.600586,42,107,164,676.7708897,N
schema.py,C:\dataset\django-master\django\db\backends\mysql\schema.py,99,53,60,232.6466251,12,36,45,158.6059378,Y
validation.py,C:\dataset\django-master\django\db\backends\mysql\validation.py,60,23,49,161.9273897,10,30,33,122.1074956,N
__init__.py,C:\dataset\django-master\django\db\backends\mysql\__init__.py,0,0,0,0,1,0,0,0,N
base.py,C:\dataset\django-master\django\db\backends\oracle\base.py,550,291,366,913.2099296,76,95,139,569.4249807,N
client.py,C:\dataset\django-master\django\db\backends\oracle\client.py,12,8,8,0,1,0,0,0,Y
creation.py,C:\dataset\django-master\django\db\backends\oracle\creation.py,376,235,292,1429.726353,61,120,207,772.5474002,N
features.py,C:\dataset\django-master\django\db\backends\oracle\features.py,57,40,52,15.509775,1,6,6,10,N
functions.py,C:\dataset\django-master\django\db\backends\oracle\functions.py,22,11,16,12,3,4,6,4.754887502,N
introspection.py,C:\dataset\django-master\django\db\backends\oracle\introspection.py,252,80,214,184.6032778,24,29,38,117.7589801,N
operations.py,C:\dataset\django-master\django\db\backends\oracle\operations.py,571,318,426,2240.281665,84,177,300,1258.462715,N
schema.py,C:\dataset\django-master\django\db\backends\oracle\schema.py,163,95,114,515.5023276,24,58,88,303.6501074,Y
utils.py,C:\dataset\django-master\django\db\backends\oracle\utils.py,55,20,36,0,1,0,0,0,N
validation.py,C:\dataset\django-master\django\db\backends\oracle\validation.py,22,8,19,28.52932501,3,9,9,20.26466251,N
__init__.py,C:\dataset\django-master\django\db\backends\oracle\__init__.py,0,0,0,0,1,0,0,0,N
base.py,C:\dataset\django-master\django\db\backends\postgresql\base.py,272,134,205,152.1564001,24,27,32,104.7106228,N
client.py,C:\dataset\django-master\django\db\backends\postgresql\client.py,71,44,53,112.587975,12,18,27,63.35824644,N
creation.py,C:\dataset\django-master\django\db\backends\postgresql\creation.py,68,44,53,166.4210626,12,27,35,106.0900464,Y
features.py,C:\dataset\django-master\django\db\backends\postgresql\features.py,61,43,57,4.754887502,1,3,3,2,N
introspection.py,C:\dataset\django-master\django\db\backends\postgresql\introspection.py,225,56,193,222.938834,18,31,45,131.6061797,N
operations.py,C:\dataset\django-master\django\db\backends\postgresql\operations.py,259,138,178,737.4760325,32,82,116,477.4538811,N
schema.py,C:\dataset\django-master\django\db\backends\postgresql\schema.py,134,53,101,575.2815217,27,61,97,330.4154096,N
utils.py,C:\dataset\django-master\django\db\backends\postgresql\utils.py,7,5,5,4.754887502,2,3,3,2,N
__init__.py,C:\dataset\django-master\django\db\backends\postgresql\__init__.py,0,0,0,0,1,0,0,0,N
base.py,C:\dataset\django-master\django\db\backends\postgresql_psycopg2\base.py,1,1,1,0,1,0,0,0,N
client.py,C:\dataset\django-master\django\db\backends\postgresql_psycopg2\client.py,1,1,1,0,1,0,0,0,N
creation.py,C:\dataset\django-master\django\db\backends\postgresql_psycopg2\creation.py,1,1,1,0,1,0,0,0,N
features.py,C:\dataset\django-master\django\db\backends\postgresql_psycopg2\features.py,1,1,1,0,1,0,0,0,N
introspection.py,C:\dataset\django-master\django\db\backends\postgresql_psycopg2\introspection.py,1,1,1,0,1,0,0,0,N
operations.py,C:\dataset\django-master\django\db\backends\postgresql_psycopg2\operations.py,1,1,1,0,1,0,0,0,N
schema.py,C:\dataset\django-master\django\db\backends\postgresql_psycopg2\schema.py,1,1,1,0,1,0,0,0,N
utils.py,C:\dataset\django-master\django\db\backends\postgresql_psycopg2\utils.py,1,1,1,0,1,0,0,0,N
__init__.py,C:\dataset\django-master\django\db\backends\postgresql_psycopg2\__init__.py,9,3,7,0,1,0,0,0,N
