File_name,File_path,LOC,LLOC,SLOC,Halstead_Volume,CC,h,N,calculated_length,Buggy
test_build_html5.py,C:\dataset\sphinx-master\tests\test_build_html5.py,325,31,299,23.26466251,1,6,9,10,Y
test_build_latex.py,C:\dataset\sphinx-master\tests\test_build_latex.py,1144,713,944,8775.739661,282,433,1002,3734.810588,Y
test_build_linkcheck.py,C:\dataset\sphinx-master\tests\test_build_linkcheck.py,39,17,18,78.13781191,6,15,20,46.05374781,Y
test_build_manpage.py,C:\dataset\sphinx-master\tests\test_build_manpage.py,27,11,11,59.79470571,6,10,18,26,Y
test_build_qthelp.py,C:\dataset\sphinx-master\tests\test_build_qthelp.py,28,10,10,36,3,8,12,17.509775,Y
test_build_texinfo.py,C:\dataset\sphinx-master\tests\test_build_texinfo.py,70,39,48,131.7695227,9,21,30,79.81353753,Y
test_build_text.py,C:\dataset\sphinx-master\tests\test_build_text.py,192,117,159,1155.085763,62,108,171,709.7506669,Y
test_catalogs.py,C:\dataset\sphinx-master\tests\test_catalogs.py,89,52,61,313.9937576,10,40,59,194.1173001,Y
test_config.py,C:\dataset\sphinx-master\tests\test_config.py,254,148,172,894.9244392,53,84,140,502.1940481,Y
test_correct_year.py,C:\dataset\sphinx-master\tests\test_correct_year.py,37,14,22,15.509775,3,6,6,10,Y
test_directive_code.py,C:\dataset\sphinx-master\tests\test_directive_code.py,555,337,444,2165.896557,77,174,291,1262.358265,Y
test_directive_only.py,C:\dataset\sphinx-master\tests\test_directive_only.py,55,34,37,182.679487,6,28,38,118.0391,Y
test_docutilsconf.py,C:\dataset\sphinx-master\tests\test_docutilsconf.py,89,48,58,216.3309715,13,28,45,120.8512922,Y
test_domain_cpp.py,C:\dataset\sphinx-master\tests\test_domain_cpp.py,731,667,591,840.8905232,39,75,135,424.6731888,Y
test_domain_js.py,C:\dataset\sphinx-master\tests\test_domain_js.py,167,102,125,716.535853,36,78,114,467.4995491,Y
test_domain_py.py,C:\dataset\sphinx-master\tests\test_domain_py.py,211,137,159,904.5332615,44,94,138,587.9499158,Y
test_domain_rst.py,C:\dataset\sphinx-master\tests\test_domain_rst.py,26,10,10,31.01955001,5,6,12,11.60964047,Y
test_domain_std.py,C:\dataset\sphinx-master\tests\test_domain_std.py,79,38,53,118.5925704,10,21,27,79.81353753,Y
test_environment.py,C:\dataset\sphinx-master\tests\test_environment.py,128,72,81,613.28222,29,62,103,334.7639251,Y
test_ext_autosummary.py,C:\dataset\sphinx-master\tests\test_ext_autosummary.py,179,85,128,547.0858036,30,59,93,316.0743498,Y
test_ext_coverage.py,C:\dataset\sphinx-master\tests\test_ext_coverage.py,48,26,28,272.3972824,19,33,54,148.8814489,Y
test_ext_doctest.py,C:\dataset\sphinx-master\tests\test_ext_doctest.py,57,34,34,267.6443032,19,38,51,180.9737366,Y
test_ext_githubpages.py,C:\dataset\sphinx-master\tests\test_ext_githubpages.py,18,5,5,4.754887502,2,3,3,2,Y
test_ext_graphviz.py,C:\dataset\sphinx-master\tests\test_ext_graphviz.py,117,52,82,38.03910002,15,9,12,24,Y
test_ext_ifconfig.py,C:\dataset\sphinx-master\tests\test_ext_ifconfig.py,20,7,7,27,3,8,9,16.36452798,Y
test_ext_imgconverter.py,C:\dataset\sphinx-master\tests\test_ext_imgconverter.py,24,10,10,46.50699333,4,10,14,24.40637196,Y
test_ext_inheritance.py,C:\dataset\sphinx-master\tests\test_ext_inheritance.py,133,32,70,75.28421252,13,12,21,35.21928095,Y
test_ext_inheritance_diagram.py,C:\dataset\sphinx-master\tests\test_ext_inheritance_diagram.py,117,61,71,211.5197873,18,26,45,108.7968125,Y
test_ext_intersphinx.py,C:\dataset\sphinx-master\tests\test_ext_intersphinx.py,392,227,261,1388.222997,50,129,198,865.2014396,Y
test_ext_math.py,C:\dataset\sphinx-master\tests\test_ext_math.py,208,118,156,491.0154885,30,50,87,265.8205635,Y
test_ext_napoleon.py,C:\dataset\sphinx-master\tests\test_ext_napoleon.py,200,103,139,185.4406126,15,27,39,112.041925,N
test_ext_napoleon_docstring.py,C:\dataset\sphinx-master\tests\test_ext_napoleon_docstring.py,1783,168,1410,0,7,0,0,0,N
test_ext_napoleon_iterators.py,C:\dataset\sphinx-master\tests\test_ext_napoleon_iterators.py,346,284,282,4.754887502,11,3,3,2,N
test_ext_todo.py,C:\dataset\sphinx-master\tests\test_ext_todo.py,116,53,60,281.3104817,19,37,54,174.4650059,Y
test_ext_viewcode.py,C:\dataset\sphinx-master\tests\test_ext_viewcode.py,51,24,28,211.5197873,14,26,45,106.1074956,Y
test_highlighting.py,C:\dataset\sphinx-master\tests\test_highlighting.py,112,59,72,98.09910819,11,17,24,58.05785641,Y
test_intl.py,C:\dataset\sphinx-master\tests\test_intl.py,1202,594,907,3765.183169,89,284,462,2247.376447,Y
test_io.py,C:\dataset\sphinx-master\tests\test_io.py,118,58,92,522.661943,31,56,90,317.9747842,Y
test_pycode_parser.py,C:\dataset\sphinx-master\tests\test_pycode_parser.py,301,136,250,612,35,64,102,376.5686352,Y
test_quickstart.py,C:\dataset\sphinx-master\tests\test_quickstart.py,289,163,234,1467.498747,55,133,208,894.7230356,Y
test_search.py,C:\dataset\sphinx-master\tests\test_search.py,242,146,172,912.7896447,55,74,147,429.4572482,Y
test_setup_command.py,C:\dataset\sphinx-master\tests\test_setup_command.py,143,87,102,446.7777955,12,53,78,279.6878405,Y
test_theming.py,C:\dataset\sphinx-master\tests\test_theming.py,126,70,77,899.6770657,30,86,140,525.1374907,Y
test_toctree.py,C:\dataset\sphinx-master\tests\test_toctree.py,37,23,23,169.2158299,14,26,36,112.0391,Y
test_util_i18n.py,C:\dataset\sphinx-master\tests\test_util_i18n.py,244,164,180,5751.420657,69,405,664,3457.028083,Y
test_util_images.py,C:\dataset\sphinx-master\tests\test_util_images.py,100,52,65,772.2896601,31,70,126,406.9300119,Y
test_util_inspect.py,C:\dataset\sphinx-master\tests\test_util_inspect.py,332,214,215,1221.053838,75,102,183,643.7877672,Y
test_util_inventory.py,C:\dataset\sphinx-master\tests\test_util_inventory.py,78,21,58,133.7829486,10,22,30,88.4385619,Y
test_util_jsdump.py,C:\dataset\sphinx-master\tests\test_util_jsdump.py,20,18,14,91.37651813,9,14,24,48.10571634,Y
test_util_logging.py,C:\dataset\sphinx-master\tests\test_util_logging.py,302,210,210,1373.656853,77,132,195,904,Y
test_util_matching.py,C:\dataset\sphinx-master\tests\test_util_matching.py,91,58,58,109.3929367,42,15,28,53.30296891,Y
test_util_nodes.py,C:\dataset\sphinx-master\tests\test_util_nodes.py,144,48,100,95.90827503,10,18,23,61.30296891,Y
test_util_rst.py,C:\dataset\sphinx-master\tests\test_util_rst.py,16,4,4,13.93156857,3,5,6,8,Y
test_versioning.py,C:\dataset\sphinx-master\tests\test_versioning.py,134,95,89,406.3576457,34,50,72,258.7430298,Y
test_websupport.py,C:\dataset\sphinx-master\tests\test_websupport.py,36,16,21,13.93156857,3,5,6,8,N
test_writer_latex.py,C:\dataset\sphinx-master\tests\test_writer_latex.py,37,18,18,167.1788228,14,25,36,110.0391,Y
typing_test_data.py,C:\dataset\sphinx-master\tests\typing_test_data.py,65,33,33,0,1,0,0,0,N
ElementPath.py,C:\dataset\sphinx-master\tests\etree13\ElementPath.py,226,134,147,349.9390977,22,47,63,227.9505705,N
ElementTree.py,C:\dataset\sphinx-master\tests\etree13\ElementTree.py,1553,731,798,3669.408228,194,255,459,1960.309299,Y
test_autodoc_py35.py,C:\dataset\sphinx-master\tests\py35\test_autodoc_py35.py,349,187,225,427.8206188,15,55,74,282.613175,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-add_enumerable_node\conf.py,10,6,6,0,1,0,0,0,N
enumerable_node.py,C:\dataset\sphinx-master\tests\roots\test-add_enumerable_node\enumerable_node.py,65,38,40,12,1,4,6,4.754887502,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-add_source_parser\conf.py,18,10,11,0,1,0,0,0,N
source_parser.py,C:\dataset\sphinx-master\tests\roots\test-add_source_parser\source_parser.py,11,5,5,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-add_source_parser-conflicts-with-users-setting\conf.py,18,10,11,0,1,0,0,0,N
source_parser.py,C:\dataset\sphinx-master\tests\roots\test-add_source_parser-conflicts-with-users-setting\source_parser.py,11,5,5,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-api-set-translator\conf.py,80,46,46,0,1,0,0,0,N
translator.py,C:\dataset\sphinx-master\tests\roots\test-api-set-translator\translator.py,6,3,3,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-api-set-translator\nonext\conf.py,9,5,5,0,1,0,0,0,N
d.py,C:\dataset\sphinx-master\tests\roots\test-apidoc-pep420\a\b\c\d.py,1,0,0,0,1,0,0,0,N
__init__.py,C:\dataset\sphinx-master\tests\roots\test-apidoc-pep420\a\b\c\__init__.py,1,0,0,0,1,0,0,0,N
y.py,C:\dataset\sphinx-master\tests\roots\test-apidoc-pep420\a\b\x\y.py,1,0,0,0,1,0,0,0,N
main.py,C:\dataset\sphinx-master\tests\roots\test-apidoc-toc\mypackage\main.py,16,9,10,4.754887502,3,3,3,2,N
__init__.py,C:\dataset\sphinx-master\tests\roots\test-apidoc-toc\mypackage\__init__.py,0,0,0,0,1,0,0,0,N
foo.py,C:\dataset\sphinx-master\tests\roots\test-apidoc-toc\mypackage\no_init\foo.py,1,1,1,0,1,0,0,0,N
__init__.py,C:\dataset\sphinx-master\tests\roots\test-apidoc-toc\mypackage\resource\__init__.py,0,0,0,0,1,0,0,0,N
__init__.py,C:\dataset\sphinx-master\tests\roots\test-apidoc-toc\mypackage\something\__init__.py,1,0,0,0,1,0,0,0,N
module_.py,C:\dataset\sphinx-master\tests\roots\test-apidoc-trailing-underscore\package_\module_.py,7,2,2,0,1,0,0,0,N
__init__.py,C:\dataset\sphinx-master\tests\roots\test-apidoc-trailing-underscore\package_\__init__.py,1,0,0,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-autosummary\conf.py,11,6,6,0,1,0,0,0,N
dummy_module.py,C:\dataset\sphinx-master\tests\roots\test-autosummary\dummy_module.py,75,15,15,0,1,0,0,0,N
underscore_module_.py,C:\dataset\sphinx-master\tests\roots\test-autosummary\underscore_module_.py,12,5,5,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-basic\conf.py,7,2,4,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-build-html-translator\conf.py,19,11,11,15.509775,2,6,6,10,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-build-text\conf.py,3,3,3,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-builder-gettext-dont-rebuild-mo\conf.py,7,2,4,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-circular\conf.py,1,1,1,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-config\conf.py,48,42,41,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-correct-year\conf.py,3,1,1,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-default_role\conf.py,3,1,1,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-directive-code\conf.py,6,3,3,0,1,0,0,0,N
target.py,C:\dataset\sphinx-master\tests\roots\test-directive-code\target.py,27,15,14,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-directive-only\conf.py,3,2,2,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-directives-raw\conf.py,3,1,1,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-docutilsconf\conf.py,6,4,4,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-domain-cpp\conf.py,5,3,3,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-domain-js\conf.py,5,3,3,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-domain-py\conf.py,5,3,3,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-double-inheriting-theme\conf.py,9,6,6,0,1,0,0,0,N
autodoc_dummy_bar.py,C:\dataset\sphinx-master\tests\roots\test-ext-autodoc\autodoc_dummy_bar.py,5,3,3,0,1,0,0,0,N
autodoc_dummy_module.py,C:\dataset\sphinx-master\tests\roots\test-ext-autodoc\autodoc_dummy_module.py,6,3,3,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-ext-autodoc\conf.py,14,6,8,0,1,0,0,0,N
autodoc_dummy_foo.py,C:\dataset\sphinx-master\tests\roots\test-ext-autodoc\bug2437\autodoc_dummy_foo.py,3,2,2,0,1,0,0,0,N
__init__.py,C:\dataset\sphinx-master\tests\roots\test-ext-autodoc\bug2437\__init__.py,0,0,0,0,1,0,0,0,N
__init__.py,C:\dataset\sphinx-master\tests\roots\test-ext-autodoc\target\__init__.py,233,95,96,4.754887502,2,3,3,2,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-ext-autosectionlabel\conf.py,4,2,2,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-ext-autosectionlabel-prefix-document\conf.py,5,3,3,0,1,0,0,0,N
autosummary_dummy_module.py,C:\dataset\sphinx-master\tests\roots\test-ext-autosummary\autosummary_dummy_module.py,9,6,6,0,1,0,0,0,N
autosummary_importfail.py,C:\dataset\sphinx-master\tests\roots\test-ext-autosummary\autosummary_importfail.py,4,2,2,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-ext-autosummary\conf.py,9,5,5,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-ext-doctest\conf.py,6,5,5,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-ext-githubpages\conf.py,4,2,2,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-ext-graphviz\conf.py,10,4,7,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-ext-ifconfig\conf.py,11,7,7,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-ext-imgconverter\conf.py,4,2,2,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-ext-inheritance_diagram\conf.py,9,5,5,0,1,0,0,0,N
test.py,C:\dataset\sphinx-master\tests\roots\test-ext-inheritance_diagram\test.py,17,8,8,0,1,0,0,0,N
sphinx.py,C:\dataset\sphinx-master\tests\roots\test-ext-inheritance_diagram\example\sphinx.py,5,2,2,0,1,0,0,0,N
__init__.py,C:\dataset\sphinx-master\tests\roots\test-ext-inheritance_diagram\example\__init__.py,1,0,0,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-ext-intersphinx-cppdomain\conf.py,4,2,2,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-ext-math\conf.py,6,2,3,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-ext-math-simple\conf.py,6,2,3,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-ext-todo\conf.py,9,3,6,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-ext-viewcode\conf.py,25,19,19,84,5,16,21,51.01955001,N
mod1.py,C:\dataset\sphinx-master\tests\roots\test-ext-viewcode\spam\mod1.py,27,9,9,0,1,0,0,0,N
mod2.py,C:\dataset\sphinx-master\tests\roots\test-ext-viewcode\spam\mod2.py,20,7,7,0,1,0,0,0,N
mod3.py,C:\dataset\sphinx-master\tests\roots\test-ext-viewcode\spam\mod3.py,2,2,2,0,1,0,0,0,N
__init__.py,C:\dataset\sphinx-master\tests\roots\test-ext-viewcode\spam\__init__.py,7,3,6,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-extensions\conf.py,4,3,3,0,1,0,0,0,N
read_parallel.py,C:\dataset\sphinx-master\tests\roots\test-extensions\read_parallel.py,4,3,4,0,1,0,0,0,N
read_serial.py,C:\dataset\sphinx-master\tests\roots\test-extensions\read_serial.py,4,3,4,0,1,0,0,0,N
write_parallel.py,C:\dataset\sphinx-master\tests\roots\test-extensions\write_parallel.py,4,3,4,0,1,0,0,0,N
write_serial.py,C:\dataset\sphinx-master\tests\roots\test-extensions\write_serial.py,4,3,4,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-footnotes\conf.py,5,3,3,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-html_assets\conf.py,9,6,6,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-html_entity\conf.py,5,3,3,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-image-in-parsed-literal\conf.py,13,3,9,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-image-in-section\conf.py,12,3,8,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-images\conf.py,3,1,1,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-inheritance\conf.py,6,4,4,0,1,0,0,0,N
test.py,C:\dataset\sphinx-master\tests\roots\test-inheritance\dummy\test.py,30,12,12,0,1,0,0,0,N
__init__.py,C:\dataset\sphinx-master\tests\roots\test-inheritance\dummy\__init__.py,0,0,0,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-intl\conf.py,10,9,8,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-keep_warnings\conf.py,4,2,2,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-latex-babel\conf.py,8,3,6,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-latex-index\conf.py,3,1,1,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-latex-numfig\conf.py,12,3,8,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-latex-table\conf.py,7,2,4,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-latex-title\conf.py,8,2,4,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-linkcheck\conf.py,4,4,4,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-manpage_url\conf.py,5,3,3,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-maxlistdepth\conf.py,14,6,10,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-numbered-circular\conf.py,1,1,1,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-numfig\conf.py,5,3,3,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-prolog\conf.py,12,7,7,0,1,0,0,0,N
prolog_markdown_parser.py,C:\dataset\sphinx-master\tests\roots\test-prolog\prolog_markdown_parser.py,12,6,6,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-refonly_bullet_list\conf.py,8,3,5,0,1,0,0,0,N
autodoc_fodder.py,C:\dataset\sphinx-master\tests\roots\test-root\autodoc_fodder.py,7,1,1,0,1,0,0,0,N
autodoc_missing_imports.py,C:\dataset\sphinx-master\tests\roots\test-root\autodoc_missing_imports.py,22,15,15,0,1,0,0,0,N
autodoc_target.py,C:\dataset\sphinx-master\tests\roots\test-root\autodoc_target.py,225,91,92,4.754887502,2,3,3,2,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-root\conf.py,114,64,79,62.90747521,1,13,17,37.97416845,N
ext.py,C:\dataset\sphinx-master\tests\roots\test-root\ext.py,4,2,2,0,1,0,0,0,N
parsermod.py,C:\dataset\sphinx-master\tests\roots\test-root\parsermod.py,12,9,9,12,1,4,6,4.754887502,N
code.py,C:\dataset\sphinx-master\tests\roots\test-root\special\code.py,2,2,2,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-search\conf.py,3,3,3,0,1,0,0,0,N
setup.py,C:\dataset\sphinx-master\tests\roots\test-setup\setup.py,9,5,7,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-setup\doc\conf.py,6,4,4,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-smartquotes\conf.py,7,2,4,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-stylesheets\conf.py,12,8,8,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-templating\conf.py,12,8,8,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-theming\conf.py,7,4,4,0,1,0,0,0,N
setup.py,C:\dataset\sphinx-master\tests\roots\test-theming\setup.py,16,2,10,0,1,0,0,0,N
__init__.py,C:\dataset\sphinx-master\tests\roots\test-theming\test_theme\__init__.py,5,3,3,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-tocdepth\conf.py,5,3,3,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-toctree\conf.py,7,2,4,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-toctree-empty\conf.py,6,4,4,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-toctree-glob\conf.py,5,3,3,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-toctree-maxdepth\conf.py,5,3,3,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-versioning\conf.py,4,4,4,0,1,0,0,0,N
autodoc_fodder.py,C:\dataset\sphinx-master\tests\roots\test-warnings\autodoc_fodder.py,7,1,1,0,1,0,0,0,N
conf.py,C:\dataset\sphinx-master\tests\roots\test-warnings\conf.py,12,6,8,0,1,0,0,0,N
__init__.py,C:\dataset\system-design-primer-master\solutions\system_design\__init__.py,0,0,0,0,1,0,0,0,N
mint_mapreduce.py,C:\dataset\system-design-primer-master\solutions\system_design\mint\mint_mapreduce.py,57,24,27,13.93156857,3,5,6,8,N
mint_snippets.py,C:\dataset\system-design-primer-master\solutions\system_design\mint\mint_snippets.py,47,30,31,12,3,4,6,4.754887502,N
__init__.py,C:\dataset\system-design-primer-master\solutions\system_design\mint\__init__.py,0,0,0,0,1,0,0,0,N
pastebin.py,C:\dataset\system-design-primer-master\solutions\system_design\pastebin\pastebin.py,46,16,19,4.754887502,2,3,3,2,N
__init__.py,C:\dataset\system-design-primer-master\solutions\system_design\pastebin\__init__.py,0,0,0,0,1,0,0,0,N
demo.py,C:\dataset\tensorboard-pytorch-master\demo.py,47,39,38,133.7829486,5,22,30,79.509775,N
demo_embedding.py,C:\dataset\tensorboard-pytorch-master\demo_embedding.py,83,54,54,99.40434618,4,20,23,68.81274391,N
demo_graph.py,C:\dataset\tensorboard-pytorch-master\demo_graph.py,79,63,63,23.26466251,7,6,9,10,N
setup.py,C:\dataset\tensorboard-pytorch-master\setup.py,50,6,39,0,2,0,0,0,N
conf.py,C:\dataset\tensorboard-pytorch-master\docs\conf.py,170,25,56,0,1,0,0,0,N
matplotlib_demo.py,C:\dataset\tensorboard-pytorch-master\examples\matplotlib_demo.py,27,17,16,11.60964047,1,5,5,6.754887502,N
net.py,C:\dataset\tensorboard-pytorch-master\examples\chainer\extension_logger\net.py,86,67,70,458.6917502,4,18,110,61.30296891,N
train_dcgan.py,C:\dataset\tensorboard-pytorch-master\examples\chainer\extension_logger\train_dcgan.py,118,70,96,81.74925683,8,17,20,54.62919048,N
updater.py,C:\dataset\tensorboard-pytorch-master\examples\chainer\extension_logger\updater.py,48,36,34,72.33974352,1,14,19,42.80863531,N
visualize.py,C:\dataset\tensorboard-pytorch-master\examples\chainer\extension_logger\visualize.py,24,17,17,4.754887502,1,3,3,2,N
writetnesorboard.py,C:\dataset\tensorboard-pytorch-master\examples\chainer\extension_logger\writetnesorboard.py,128,63,63,41.51317942,12,11,12,28.7548875,N
data.py,C:\dataset\tensorboard-pytorch-master\examples\chainer\plain_logger\data.py,69,56,58,19.65148445,7,7,7,12.7548875,Y
net.py,C:\dataset\tensorboard-pytorch-master\examples\chainer\plain_logger\net.py,65,40,42,66.60791493,3,13,18,37.97416845,N
train_vae.py,C:\dataset\tensorboard-pytorch-master\examples\chainer\plain_logger\train_vae.py,170,123,129,562.5429605,16,41,105,190.4650059,N
crc32c.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\crc32c.py,123,18,83,147.1612434,4,22,33,81.09650878,N
embedding.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\embedding.py,49,35,34,105.4156181,10,21,24,75.60964047,N
event_file_writer.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\event_file_writer.py,196,80,81,133.7829486,7,22,30,83.05865003,N
graph.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\graph.py,55,47,45,15.509775,13,6,6,10,Y
graph_onnx.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\graph_onnx.py,158,110,122,310,37,32,62,139.991603,N
record_writer.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\record_writer.py,47,30,30,83.39850003,2,18,20,58.52932501,N
summary.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\summary.py,261,115,138,428.3645415,9,45,78,211.0274844,Y
writer.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\writer.py,485,164,168,553.9591186,25,68,91,370.5284786,Y
x2num.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\x2num.py,90,71,70,623.5601632,25,59,106,313.2936924,Y
__init__.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\__init__.py,5,2,2,0,1,0,0,0,N
attr_value_pb2.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\src\attr_value_pb2.py,372,71,347,28.52932501,3,9,9,20.26466251,N
event_pb2.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\src\event_pb2.py,376,56,347,28.52932501,3,9,9,20.26466251,N
graph_pb2.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\src\graph_pb2.py,92,23,74,28.52932501,3,9,9,20.26466251,N
node_def_pb2.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\src\node_def_pb2.py,151,25,131,28.52932501,3,9,9,20.26466251,N
plugin_pr_curve_pb2.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\src\plugin_pr_curve_pb2.py,76,15,58,28.52932501,3,9,9,20.26466251,N
resource_handle_pb2.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\src\resource_handle_pb2.py,99,17,81,28.52932501,3,9,9,20.26466251,N
summary_pb2.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\src\summary_pb2.py,532,65,497,28.52932501,3,9,9,20.26466251,N
tensor_pb2.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\src\tensor_pb2.py,185,39,167,28.52932501,3,9,9,20.26466251,N
tensor_shape_pb2.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\src\tensor_shape_pb2.py,125,21,105,28.52932501,3,9,9,20.26466251,N
types_pb2.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\src\types_pb2.py,254,59,238,28.52932501,3,9,9,20.26466251,N
versions_pb2.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\src\versions_pb2.py,85,17,67,28.52932501,3,9,9,20.26466251,N
__init__.py,C:\dataset\tensorboard-pytorch-master\tensorboardX\src\__init__.py,0,0,0,0,1,0,0,0,N
test_chainer_np.py,C:\dataset\tensorboard-pytorch-master\tests\test_chainer_np.py,27,18,20,4.754887502,8,3,3,2,Y
test_numpy.py,C:\dataset\tensorboard-pytorch-master\tests\test_numpy.py,17,15,15,144.946475,6,21,33,79.81353753,Y
